,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
582,female,group C,some high school,standard,none,72,75,74
583,female,group C,some college,free/reduced,none,58,70,71
584,male,group C,some college,free/reduced,none,52,51,48
585,female,group C,associate's degree,standard,completed,76,82,85
586,male,group D,high school,standard,completed,66,68,68
587,female,group C,some college,free/reduced,completed,62,70,71
588,female,group E,bachelor's degree,standard,none,73,74,70
589,female,group D,high school,free/reduced,none,27,44,48
590,female,group B,master's degree,standard,completed,88,100,100
591,female,group D,associate's degree,free/reduced,completed,75,89,95
592,male,group D,some high school,standard,none,81,73,74
593,male,group A,master's degree,standard,none,71,59,59
594,male,group C,associate's degree,free/reduced,completed,89,82,83
595,female,group A,some high school,standard,none,55,69,62
596,male,group B,high school,standard,none,50,33,36
597,female,group E,bachelor's degree,standard,none,88,94,93
598,female,group A,master's degree,standard,completed,80,90,93
599,female,group C,some college,free/reduced,none,59,75,71
600,male,group B,some high school,standard,none,69,82,68
601,male,group C,master's degree,free/reduced,none,69,65,66
602,female,group C,some college,standard,none,79,81,82
603,female,group C,some high school,standard,none,67,73,71
604,female,group E,some high school,free/reduced,completed,61,68,64
605,female,group C,bachelor's degree,free/reduced,none,51,65,60
606,female,group B,associate's degree,standard,none,65,73,71
607,female,group C,high school,standard,completed,71,72,82
608,female,group A,some college,standard,completed,62,74,78
609,female,group B,high school,free/reduced,none,34,48,51
610,male,group D,some college,free/reduced,none,40,38,38
611,female,group D,master's degree,standard,none,74,86,85
612,female,group E,associate's degree,standard,completed,83,85,85
613,female,group C,bachelor's degree,free/reduced,none,75,82,86
614,male,group C,master's degree,standard,none,88,82,75
615,female,group C,some college,standard,none,80,88,86
616,female,group C,bachelor's degree,standard,completed,64,76,73
617,female,group B,some college,free/reduced,none,35,51,52
618,female,group D,some college,standard,completed,79,86,91
619,female,group C,master's degree,standard,completed,87,99,95
620,female,group B,some college,standard,completed,70,79,82
621,female,group C,associate's degree,standard,completed,77,87,83
622,female,group B,some college,standard,none,62,70,72
623,male,group A,some college,free/reduced,none,29,23,22
624,female,group B,some college,free/reduced,none,46,53,53
625,male,group C,high school,free/reduced,none,46,48,41
626,female,group B,some high school,standard,completed,59,64,66
627,male,group E,some high school,free/reduced,none,57,60,50
628,female,group B,master's degree,standard,completed,94,100,100
629,female,group D,bachelor's degree,free/reduced,none,63,74,75
630,female,group C,associate's degree,standard,none,60,61,54
631,female,group E,bachelor's degree,standard,none,65,74,72
632,male,group D,some high school,free/reduced,completed,63,68,63
633,male,group B,associate's degree,free/reduced,completed,87,82,87
634,female,group C,some high school,free/reduced,none,53,57,53
635,female,group C,some high school,free/reduced,none,44,54,48
636,female,group B,master's degree,free/reduced,none,59,63,66
637,female,group E,high school,standard,completed,78,71,81
638,female,group E,some high school,free/reduced,completed,57,62,61
639,male,group D,high school,standard,completed,88,94,86
640,male,group E,high school,free/reduced,completed,62,59,51
641,female,group E,associate's degree,standard,completed,98,96,100
642,female,group C,associate's degree,standard,none,78,85,81
643,female,group D,some high school,standard,completed,71,81,86
644,male,group C,high school,free/reduced,none,53,52,47
645,male,group C,master's degree,standard,none,72,65,64
646,male,group C,some high school,standard,none,63,61,51
647,female,group B,high school,standard,completed,58,65,65
648,male,group C,some college,standard,none,44,36,32
649,male,group D,some high school,standard,none,76,76,76
650,male,group B,high school,free/reduced,none,49,54,46
651,male,group E,some high school,standard,none,73,70,71
652,male,group B,high school,standard,none,59,56,52
653,male,group B,associate's degree,free/reduced,none,57,41,43
654,male,group C,high school,standard,completed,89,86,85
655,female,group C,associate's degree,standard,none,76,88,88
656,female,group B,some college,free/reduced,completed,40,65,60
657,male,group B,some high school,standard,none,59,59,51
658,female,group C,high school,standard,none,47,73,63
659,female,group C,some college,free/reduced,completed,51,63,66
660,female,group B,some college,free/reduced,none,45,51,50
661,female,group C,associate's degree,free/reduced,none,61,74,68
662,male,group A,associate's degree,standard,completed,69,70,60
663,female,group D,some high school,standard,none,70,87,78
664,male,group E,bachelor's degree,standard,none,95,86,81
665,female,group B,associate's degree,standard,completed,63,76,78
666,male,group C,some high school,standard,none,71,71,63
667,female,group B,high school,standard,none,57,74,69
668,male,group C,some college,standard,none,65,60,52
669,female,group D,bachelor's degree,standard,completed,84,94,93
670,female,group A,bachelor's degree,free/reduced,none,60,73,68
671,male,group B,some high school,standard,none,74,66,69
672,male,group D,associate's degree,standard,none,82,83,75
673,female,group D,some high school,standard,none,63,83,73
674,female,group E,associate's degree,standard,none,75,88,85
675,male,group C,some high school,standard,none,55,56,56
676,male,group C,associate's degree,free/reduced,completed,64,60,61
677,male,group D,bachelor's degree,standard,none,81,86,82
678,male,group C,some college,standard,none,66,69,62
679,female,group D,master's degree,standard,none,100,100,100
680,male,group E,associate's degree,standard,completed,66,52,57
681,female,group C,bachelor's degree,free/reduced,none,51,53,59
682,male,group C,associate's degree,standard,none,87,84,83
683,male,group D,some high school,standard,completed,69,80,73
684,female,group E,bachelor's degree,free/reduced,none,73,74,75
685,female,group A,high school,standard,none,50,69,64
686,female,group C,master's degree,free/reduced,none,67,81,78
687,female,group C,associate's degree,free/reduced,completed,80,100,100
688,female,group D,some high school,free/reduced,completed,50,53,64
689,male,group C,some college,standard,none,77,68,63
690,female,group A,some college,free/reduced,none,70,91,83
691,male,group E,associate's degree,standard,completed,85,75,72
692,female,group B,bachelor's degree,free/reduced,completed,77,76,80
693,male,group C,high school,standard,none,84,81,76
694,male,group C,associate's degree,free/reduced,none,67,60,60
695,male,group C,associate's degree,free/reduced,none,63,57,58
696,female,group E,bachelor's degree,free/reduced,completed,54,50,56
697,male,group E,bachelor's degree,standard,none,88,75,73
698,male,group A,associate's degree,free/reduced,none,40,31,38
699,male,group B,some college,standard,none,69,71,66
700,male,group D,associate's degree,standard,none,91,83,75
701,female,group D,bachelor's degree,standard,completed,86,94,99
702,female,group E,some high school,free/reduced,completed,41,76,72
703,male,group D,some high school,free/reduced,none,52,60,55
704,female,group A,high school,free/reduced,completed,51,59,64
705,male,group E,some college,free/reduced,none,79,61,63
706,female,group D,associate's degree,standard,completed,86,96,96
707,male,group E,some college,standard,completed,78,69,71
708,female,group E,some college,standard,completed,100,91,96
709,female,group D,associate's degree,standard,completed,90,100,100
710,male,group D,high school,standard,completed,65,62,65
711,male,group D,some college,standard,completed,91,88,96
712,female,group E,associate's degree,free/reduced,none,64,78,68
713,male,group C,some college,free/reduced,completed,37,48,51
714,female,group E,some high school,free/reduced,none,78,93,86
715,male,group A,some college,free/reduced,completed,53,54,58
716,male,group D,high school,standard,none,90,86,81
717,male,group C,associate's degree,free/reduced,none,45,39,42
718,female,group E,some college,standard,none,59,62,55
719,female,group E,some high school,free/reduced,none,52,46,53
720,female,group B,some college,standard,none,45,56,52
721,female,group B,some college,standard,none,48,59,53
722,male,group A,some high school,free/reduced,completed,52,52,58
723,male,group E,some high school,standard,none,80,66,68
724,male,group B,some college,free/reduced,none,82,65,64
725,female,group C,high school,free/reduced,none,57,76,71
726,male,group E,high school,standard,completed,100,96,100
727,male,group C,associate's degree,standard,none,69,62,62
728,male,group B,some college,free/reduced,none,51,49,51
729,male,group C,high school,standard,completed,58,54,54
730,male,group B,high school,free/reduced,none,48,45,41
731,male,group A,bachelor's degree,standard,none,91,90,90
732,female,group E,high school,free/reduced,completed,72,81,76
733,female,group D,some college,standard,none,88,89,92
734,female,group C,associate's degree,standard,none,72,67,74
735,male,group C,some high school,standard,none,68,72,62
736,male,group B,high school,standard,completed,64,66,65
737,male,group C,associate's degree,standard,completed,70,72,73
738,male,group B,bachelor's degree,standard,completed,81,85,91
739,male,group E,some high school,standard,none,84,69,65
740,male,group D,some college,standard,none,71,62,60
741,female,group B,some college,standard,completed,78,90,89
742,female,group D,master's degree,standard,none,76,83,82
743,female,group C,associate's degree,standard,none,76,80,81
744,female,group B,some college,standard,none,91,95,95
745,female,group D,some college,standard,none,47,63,62
746,female,group B,associate's degree,standard,completed,82,89,90
747,male,group D,associate's degree,standard,none,76,70,68
748,male,group B,associate's degree,free/reduced,completed,79,76,85
749,male,group D,associate's degree,standard,none,62,55,55
750,female,group D,master's degree,standard,none,47,50,57
751,female,group B,high school,free/reduced,completed,27,46,49
752,female,group B,bachelor's degree,free/reduced,completed,62,84,82
